Seine-et-Marne;fr-idf-se;0;0,113854059;0;0;0;0,408950219;0;0,791061103;0;0;0;0;0,353093766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yvelines;fr-idf-yv;0;0,107550478;0;0;0;0;0;0;0;0;0;0,451083979;0,38146987;0;0;0;0;0;0;0;0;0;0;0,380179517;0;0;0;0
Deux-Sèvres;fr-naq-ds;0;0,024633248;0;0;0,08979356;0,232315092;0;0,124608107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Somme;fr-hdf-so;0;0,097485727;0;0,143620413;0,197487226;0,140788297;0;0,165493139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tarn;fr-occ-ta;0,023549352;0,024669878;0;0,092380925;0,157885886;0,088093625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tarn-et-Garonne;fr-occ-tg;0,015687358;0,017222462;0;0,065824635;0,095624289;0,064028131;0;0,083325147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Var;fr-pac-vr;0,062259932;0,069530861;0;0,26131889;0,445696133;0,245711451;0;0;0;0,367782142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vaucluse;fr-pac-vc;0,037708267;0,038390905;0;0,140806612;0,210502305;0,131842407;0;0;0;0,176450315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vendée;fr-pdl-vd;0;0,04244178;0;0,26915591;0,161392315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vienne;fr-naq-vn;0,038942011;0,038021282;0;0,104934808;0,160328399;0,102184276;0;0;0,135094096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haute-Vienne;fr-naq-hv;0;0,027027477;0;0,087457606;0;0,234063312;0;0;0,12329944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vosges;fr-ges-vg;0,021203408;0,024093798;0;0,230651786;0;0;0;0,125197507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yonne;fr-bfc-yo;0;0,039376568;0;0,079134415;0,132085493;0,077457789;0;0,113825754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Territoire de Belfort;fr-bfc-tb;0;0,011964483;0;0;0,085139966;0;0;0,036096575;0;0;0;0,041511061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Essonne;fr-idf-es;0;0,106949423;0;0;0;0;0,373189968;0;0,354798697;0,376325109;0;0;0;0;0,327742915;0;0;0;0;0;0;0;0;0;0;0;0;0
Hauts-de-Seine;fr-idf-hd;0;0;0;0,133315907;0;0;0;0;0;0;0;0,502857923;0;0;0,480017848;0,464941535;0;0;0;0;0;0;0;0;0;0,376220216;0;0
Seine-Saint-Denis;fr-idf-ss;0;0,288003383;0;0;0;1;0,399767903;0,35835341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Val-de-Marne;fr-idf-vm;0;0,121697738;0;0;0;0;0;0,418465529;0;0,410658479;0;0;0;0,335997842;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Val-d'Oise;fr-idf-vo;0;0,103249857;0;0;0;0;0,36210126;0,337070084;0,342093302;0;0;0;0,291623031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guadeloupe;fr-gua-gp;0;0;0;0;0,102369087;0;0,220583706;0;0;0,118497663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Martinique;fr-mq-mq;0;0,046098057;0;0;0,090929071;0,068583492;0,153766748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guyane;fr-gf-gf;0;0,059236344;0;0;0;0,082421068;0,072710956;0;0,044524659;0;0;0,042669881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La Reunion;fr-lre-re;0,142571481;0;0;0;0,246227592;0;0,244735777;0;0,212270505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mayotte;fr-may-yt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
